,t,u,lambda,u_begin
1911,-230.01708984375,(-2.756371957054348e-16-6.39797182346362e-16j),1638.6923073331463,(0.014891629386360239+0.0674391806354985j)
1912,-229.98046875,(-4.268437647382435e-16-7.643632456443421e-16j),1638.6773787386967,(0.025059751421828803+0.08888595565459648j)
1913,-229.94384765625,(-3.5764934118463703e-16-6.245608582778656e-16j),1638.6624504162455,(0.06374191374859076+0.021976816586324346j)
1914,-229.9072265625,(-1.7083596493820534e-16-7.092015850374286e-16j),1638.6475223657853,(0.039288696206508836+0.05677028366142911j)
1915,-229.87060546875,(-1.105255041141013e-16-7.207348908289362e-16j),1638.6325945873086,(0.01883172337357646+0.008937882352522842j)
1916,-229.833984375,(-3.0541062357136807e-16-6.20679226461484e-16j),1638.6176670808081,(0.08691503929604247+0.07357233861001568j)
1917,-229.79736328125,(-2.0782483573587584e-16-6.738090271802902e-16j),1638.6027398462766,(0.09809576739855798+0.05569925955896359j)
1918,-229.7607421875,(-2.517234922647396e-16-7.55618718062679e-16j),1638.5878128837062,(0.07353240833431093+0.05291489444108114j)
1919,-229.72412109375,(-2.500111920985043e-16-6.753927616240323e-16j),1638.5728861930897,(0.00031722573329987517+0.0518501437897138j)
1920,-229.6875,(-2.3718013440536e-16-6.423512497253924e-16j),1638.5579597744197,(0.04607178813005093+0.012510749701950897j)
1921,-229.65087890625,(-1.424793631679896e-16-7.567267980241781e-16j),1638.5430336276884,(0.07687335653609699+0.0012572220357093046j)
1922,-229.6142578125,(-2.267737848708245e-16-5.71877213465279e-16j),1638.528107752889,(0.018998861514807164+0.06611756744367728j)
1923,-229.57763671875,(-2.5662737298599893e-16-6.426362529158892e-16j),1638.5131821500136,(0.05551431842494427+0.052629208942137476j)
1924,-229.541015625,(-2.112263094486053e-16-6.494474860830323e-16j),1638.4982568190549,(0.02857040778371658+0.0772691721002649j)
1925,-229.50439453125,(-2.2956141805602064e-16-6.851208302755282e-16j),1638.4833317600057,(0.06436796726830304+0.03946508227575862j)
1926,-229.4677734375,(-3.2888432018297253e-16-4.75501682558103e-16j),1638.4684069728582,(0.06453907301940597+0.08911629642894232j)
1927,-229.43115234375,(-2.2671794483648224e-16-5.176706708663222e-16j),1638.453482457605,(0.02370961474806268+0.03741001246048816j)
1928,-229.39453125,(-3.142776143866276e-16-6.691061386252439e-16j),1638.438558214239,(0.04075573272451786+0.044023406402194j)
1929,-229.35791015625,(-2.4597495705521865e-16-5.196024862675366e-16j),1638.4236342427525,(0.07874824912649273+0.09222010033031344j)
1930,-229.3212890625,(-3.4589374949312014e-16-5.662436558975347e-16j),1638.4087105431383,(0.03094586665380672+0.04844596408293542j)
1931,-229.28466796875,(-1.9201453847200572e-16-5.787202866602594e-16j),1638.3937871153887,(0.09456666077292632+0.07717087627756206j)
1932,-229.248046875,(-3.2902905763462263e-16-5.344471186331276e-16j),1638.3788639594964,(0.050166658818083076+0.045009447943740635j)
1933,-229.21142578125,(-3.4263318495501543e-16-5.605958503538751e-16j),1638.3639410754538,(0.06328475419870767+0.04793902182419212j)
1934,-229.1748046875,(-3.93924965175824e-16-4.1320832055646324e-16j),1638.3490184632537,(0.07659034299867716+0.09380116559199758j)
1935,-229.13818359375,(-3.992517103625536e-16-4.2557189911340597e-16j),1638.3340961228887,(0.04858373454929357+0.06362221743230279j)
1936,-229.1015625,(-4.677264795680632e-16-5.413890144793235e-16j),1638.3191740543512,(0.059710753203115585+0.0112523477485022j)
1937,-229.06494140625,(-3.7250024007372565e-16-4.458489404425348e-16j),1638.3042522576338,(0.03351968326165316+0.01330546994490024j)
1938,-229.0283203125,(-3.9720160018402403e-16-4.0548831980553875e-16j),1638.2893307327292,(0.06998810768825357+0.030544925397399426j)
1939,-228.99169921875,(-5.274744584432763e-16-4.848594002081222e-16j),1638.2744094796296,(0.04124875265377356+0.06602366653871612j)
1940,-228.955078125,(-3.956406577038986e-16-4.644308086517975e-16j),1638.259488498328,(0.0472742188630229+0.07149426197099046j)
1941,-228.91845703125,(-4.3900820943601064e-16-6.144066995280347e-16j),1638.244567788817,(0.0722949300388314+0.0323391348916703j)
1942,-228.8818359375,(-4.882887062792209e-16-4.459783708306335e-16j),1638.229647351089,(0.03882783443570871+0.016426129210136264j)
1943,-228.84521484375,(-4.617977476858153e-16-5.056542768826091e-16j),1638.2147271851363,(0.08343556572822662+0.00020944249597200094j)
1944,-228.80859375,(-4.67818561113177e-16-4.368118789621726e-16j),1638.199807290952,(0.0179331134867436+0.07173068433823539j)
1945,-228.77197265625,(-4.9367246076139e-16-4.458224817225463e-16j),1638.1848876685285,(0.035746275016708975+0.04278023896602066j)
1946,-228.7353515625,(-5.163569081200996e-16-4.590727585597612e-16j),1638.169968317858,(0.09341415947347453+0.028095707968924213j)
1947,-228.69873046875,(-4.949542273752932e-16-5.266930618087245e-16j),1638.1550492389338,(0.0013533771687640585+0.08643453026137757j)
1948,-228.662109375,(-5.24781930900839e-16-3.9391568086425904e-16j),1638.1401304317478,(0.009216928441645655+0.02959038634002925j)
1949,-228.62548828125,(-5.091229351554562e-16-5.190199647438746e-16j),1638.1252118962927,(0.0951672595725692+0.07776984021976863j)
1950,-228.5888671875,(-5.184611378969191e-16-4.1132011165308744e-16j),1638.1102936325615,(0.09790077622206182+0.016156508728447826j)
1951,-228.55224609375,(-4.83133952740653e-16-4.587880174349865e-16j),1638.0953756405463,(0.07814812197768814+0.09516536536822262j)
1952,-228.515625,(-4.4375362002208426e-16-5.199387475027057e-16j),1638.08045792024,(0.09458577183934087+0.03502728725778938j)
1953,-228.47900390625,(-4.276699764501131e-16-6.561088472943072e-16j),1638.065540471635,(0.05757165053505697+0.05701527851579422j)
1954,-228.4423828125,(-4.21515988448332e-16-4.0939565719011147e-16j),1638.050623294724,(0.050643577531979615+0.007631228397261092j)
1955,-228.40576171875,(-6.178481340148728e-16-4.362178918376515e-16j),1638.0357063894992,(0.06086998147980569+0.016890304384939225j)
1956,-228.369140625,(-3.7715404062960807e-16-5.4143202146974355e-16j),1638.0207897559535,(0.03136874224687103+0.07334052645880887j)
1957,-228.33251953125,(-5.485850222792124e-16-4.860734436421049e-16j),1638.0058733940796,(0.000296062335585523+0.07080666375310095j)
1958,-228.2958984375,(-4.236246427393686e-16-4.4387639015286023e-16j),1637.99095730387,(0.054013360946016414+0.05195282746052437j)
1959,-228.25927734375,(-5.82445220653185e-16-4.413703579733637e-16j),1637.9760414853167,(0.03350695956558909+0.045845901753551625j)
1960,-228.22265625,(-6.159564831419415e-16-5.615113759382691e-16j),1637.9611259384133,(0.09653102379926731+0.054553221849633106j)
1961,-228.18603515625,(-4.637474565832219e-16-4.467967114722525e-16j),1637.9462106631518,(0.06873972264271296+0.028793777650017383j)
1962,-228.1494140625,(-4.727491560055163e-16-3.8729657166237973e-16j),1637.9312956595247,(0.03731961114973905+0.0656931416380952j)
1963,-228.11279296875,(-4.4077532989625566e-16-4.7585210648054435e-16j),1637.9163809275249,(0.07313699045658527+0.0951401632310066j)
1964,-228.076171875,(-6.59076479767434e-16-3.694603588787867e-16j),1637.9014664671447,(0.006931382239189832+0.029329756525323682j)
1965,-228.03955078125,(-4.686140935351414e-16-5.96253124203181e-16j),1637.886552278377,(0.0026210443696949694+0.058549002710486846j)
1966,-228.0029296875,(-4.978923199220402e-16-3.962241192763862e-16j),1637.8716383612139,(0.07240041754966844+0.09207626043017883j)
1967,-227.96630859375,(-4.707317030665862e-16-4.511521590137391e-16j),1637.8567247156482,(0.0009271080421346168+0.009463190110550647j)
1968,-227.9296875,(-5.013392070076298e-16-5.081324135263947e-16j),1637.8418113416726,(0.003713348778548942+0.05126296243621255j)
1969,-227.89306640625,(-4.44990653705559e-16-4.959502466025694e-16j),1637.8268982392797,(0.0635999797222545+0.08047241053777532j)
1970,-227.8564453125,(-4.950652404646715e-16-3.7857201064822036e-16j),1637.8119854084619,(0.09752875699681118+0.08174279132339063j)
1971,-227.81982421875,(-5.786069589978023e-16-3.4766973698104823e-16j),1637.7970728492119,(0.0006064077280971136+0.021474889256875497j)
1972,-227.783203125,(-5.286554622434141e-16-3.473324407527862e-16j),1637.7821605615222,(0.016423919254826193+0.019395786604449506j)
1973,-227.74658203125,(-5.083928136339432e-16-3.582556321769747e-16j),1637.7672485453857,(0.08825084802725426+0.09610081866312568j)
1974,-227.7099609375,(-5.182963638129018e-16-2.0363075716706703e-16j),1637.7523368007944,(0.07349075303933039+0.01509744204424146j)
1975,-227.67333984375,(-4.281378475676056e-16-2.8175596843075993e-16j),1637.7374253277412,(0.01972065713321123+0.06289272569021341j)
1976,-227.63671875,(-5.462260149826044e-16-5.063505144050248e-16j),1637.7225141262186,(0.0812753263644283+0.022765855915341818j)
1977,-227.60009765625,(-6.00603196174786e-16-2.7361569366879306e-16j),1637.7076031962195,(0.08076756585601992+0.012371790669346516j)
1978,-227.5634765625,(-6.208471747637844e-16-2.6434524814670385e-16j),1637.692692537736,(0.06750104768976321+0.0032246836892502965j)
1979,-227.52685546875,(-6.570561001441754e-16-3.385774291907601e-16j),1637.6777821507612,(0.007460812418731111+0.06911296735588782j)
1980,-227.490234375,(-6.262460043991349e-16-1.114240883241955e-16j),1637.6628720352874,(0.013902208780410354+0.02552485130069573j)
1981,-227.45361328125,(-5.510343127793132e-16-3.5830018976797204e-16j),1637.6479621913072,(0.04937590399591399+0.07087189989489462j)
1982,-227.4169921875,(-6.723157206096219e-16-3.157118228938427e-16j),1637.633052618813,(0.012556999055819074+0.014995132578076909j)
1983,-227.38037109375,(-5.660520182077228e-16-1.7646878318142247e-16j),1637.6181433177978,(0.026080874738801454+0.04263524850427336j)
1984,-227.34375,(-6.969262344667211e-16-3.508718312394245e-16j),1637.6032342882538,(0.09152296095779289+0.056082778844875336j)
1985,-227.30712890625,(-7.05922479922631e-16-5.360273915186203e-16j),1637.588325530174,(0.04993371563012594+0.049225932384006445j)
1986,-227.2705078125,(-6.295306243797222e-16-4.783457109086247e-16j),1637.5734170435503,(0.05561227849019384+0.002836965835104033j)
1987,-227.23388671875,(-6.908700100797908e-16-4.2685475834350466e-16j),1637.558508828376,(0.0876817804030454+0.08756066278967779j)
1988,-227.197265625,(-6.470561233347227e-16-5.591694841850194e-16j),1637.5436008846434,(0.08259762066463833+0.07637841508118713j)
1989,-227.16064453125,(-7.464873490377009e-16-5.482562245712646e-16j),1637.528693212345,(0.0528542669793765+0.05678194804573318j)
1990,-227.1240234375,(-6.578422145019768e-16-4.690518118327494e-16j),1637.5137858114736,(0.053400760927251045+0.09342524485807858j)
1991,-227.08740234375,(-6.9733872120575e-16-4.815447898237772e-16j),1637.4988786820215,(0.05080164317617769+0.07717010182658353j)
1992,-227.05078125,(-8.000598084317523e-16-6.910712194099783e-16j),1637.4839718239814,(0.06613668056642151+0.0710719284359372j)
1993,-227.01416015625,(-5.932997579735065e-16-5.722040476862281e-16j),1637.469065237346,(0.007243662456657707+0.025284996305275243j)
1994,-226.9775390625,(-4.081569052644493e-16-5.140722773974856e-16j),1637.454158922108,(0.07254867246610396+0.004358645649950166j)
1995,-226.94091796875,(-6.349405880577808e-16-6.441420510211766e-16j),1637.4392528782596,(0.09257519598300822+0.04417082938300211j)
1996,-226.904296875,(-5.116339931225151e-16-6.362598579830469e-16j),1637.4243471057935,(0.04355056702539148+0.09422258821603413j)
1997,-226.86767578125,(-7.108781047658902e-16-7.246393829491944e-16j),1637.4094416047026,(0.06443549863764063+0.06993651297966633j)
1998,-226.8310546875,(-3.413777375874565e-16-7.211509617478561e-16j),1637.3945363749792,(0.03382726238493642+0.05219298448504783j)
1999,-226.79443359375,(-6.197548865538933e-16-5.043014076051339e-16j),1637.3796314166161,(0.08947805267895459+0.048053793855674924j)
2000,-226.7578125,(-4.345867276007963e-16-5.792060874367072e-16j),1637.3647267296055,(0.0025026914752802835+0.0927053935012614j)
2001,-226.72119140625,(-5.874980249298043e-16-7.263656286209284e-16j),1637.3498223139406,(0.027211939532152354+0.0003175500368479356j)
2002,-226.6845703125,(-4.605030068514031e-16-4.244910192774374e-16j),1637.3349181696135,(0.0506270615022459+0.08431181354310655j)
2003,-226.64794921875,(-6.776832896826237e-16-7.242912318410473e-16j),1637.3200142966168,(0.061335078669652744+0.02133710158215213j)
2004,-226.611328125,(-5.71413803229001e-16-7.584007561757398e-16j),1637.3051106949433,(0.08796525840237149+0.030681774332898506j)
2005,-226.57470703125,(-5.284001262272374e-16-8.056192668507275e-16j),1637.2902073645855,(0.006069266428941756+0.02101937196941277j)
2006,-226.5380859375,(-7.062751430856039e-16-5.018863493787758e-16j),1637.275304305536,(0.04749132717481108+0.06049459731772853j)
2007,-226.50146484375,(-6.654466333573674e-16-1.055324843584542e-15j),1637.2604015177876,(0.09718305553478469+0.009992718711578242j)
2008,-226.46484375,(-8.52672373340801e-16-7.638795679871957e-16j),1637.2454990013323,(0.08487318786802564+0.07959402426132643j)
2009,-226.42822265625,(-4.060695059352471e-16-7.847867411958569e-16j),1637.2305967561633,(0.06254699492261674+0.05527387501641189j)
2010,-226.3916015625,(-8.725720001006062e-16-6.57154904762615e-16j),1637.215694782273,(0.0916611531785929+0.008720768612139496j)
2011,-226.35498046875,(-6.319960549339752e-16-7.642902402200406e-16j),1637.200793079654,(0.02217795428333651+0.07728426086835358j)
2012,-226.318359375,(-4.608556700143762e-16-5.945826802442129e-16j),1637.1858916482986,(0.03281724741711404+0.0577917293386941j)
2013,-226.28173828125,(-7.009375792897926e-16-8.357984046607897e-16j),1637.1709904882,(0.0348560431377269+0.06815637161318482j)
2014,-226.2451171875,(-3.537349724517402e-16-8.832787418904495e-16j),1637.1560895993498,(0.09800169449451895+0.07091619645646899j)
2015,-226.20849609375,(-2.944624556858131e-16-6.075978523693627e-16j),1637.1411889817418,(0.0937970671001683+0.045866698170011024j)
2016,-226.171875,(-2.800648533124966e-16-7.868392035012636e-16j),1637.126288635368,(0.07283449806634419+0.05325550299926153j)
2017,-226.13525390625,(-6.13257984656928e-16-9.700855887115858e-16j),1637.1113885602208,(0.00021922980300623785+0.04507958589330259j)
2018,-226.0986328125,(-3.9199583344461076e-16-5.118354495351167e-16j),1637.0964887562932,(0.05322080713278707+0.09750578091882564j)
2019,-226.06201171875,(-1.3413743772304703e-16-8.183679756537824e-16j),1637.0815892235776,(0.062278202301894195+0.055980852383282875j)
2020,-226.025390625,(4.021281027942129e-17-8.118447755740824e-16j),1637.0666899620664,(0.05838481993207321+0.08887187160184257j)
2021,-225.98876953125,(-4.324187255041148e-16-7.787988061689885e-16j),1637.0517909717528,(0.03518073331264115+0.02385945813794249j)
2022,-225.9521484375,(-2.766916146575229e-16-5.886931961999121e-16j),1637.0368922526286,(0.01830280469839929+0.022569438954800115j)
2023,-225.91552734375,(1.4826640673712264e-16-5.718460885326995e-16j),1637.021993804687,(0.055054461563559365+0.050272670024084365j)
2024,-225.87890625,(-5.82253391411301e-16-4.74921679786287e-16j),1637.0070956279203,(0.03233592066694318+0.09705308591692684j)
2025,-225.84228515625,(-5.107442183201178e-16-8.372917984845876e-16j),1636.9921977223214,(0.06457009886039676+0.05986656893375425j)
2026,-225.8056640625,(1.0950248574338598e-16-6.277774953274792e-16j),1636.9773000878824,(0.07870316687300925+0.02095001184466008j)
2027,-225.76904296875,(-3.0201049299919154e-16-5.761871472901748e-16j),1636.9624027245964,(0.07331542307594471+0.0768484936305959j)
2028,-225.732421875,(-3.9465190040245885e-16-6.250500157008447e-17j),1636.9475056324557,(0.04834607531967916+0.0492216216147251j)
2029,-225.69580078125,(1.3977644641902718e-16-3.1291894189308854e-16j),1636.9326088114528,(0.08920338845706144+0.0325126820874261j)
2030,-225.6591796875,(1.698870315225642e-16-6.478633240704509e-16j),1636.9177122615806,(0.008847633588799765+0.07074116486780156j)
2031,-225.62255859375,(-9.205665961634891e-17-4.089473586200213e-16j),1636.9028159828317,(0.07314763716480005+0.07726549080654725j)
2032,-225.5859375,(2.2973865065755275e-16-1.0534711722235042e-15j),1636.8879199751984,(0.04748981399868048+0.053301990257157594j)
2033,-225.54931640625,(-6.591752182756387e-17-5.098021538910644e-16j),1636.8730242386737,(0.013698016557963356+0.025090446328621965j)
2034,-225.5126953125,(-1.2967639128028893e-16-9.343142087841595e-16j),1636.8581287732495,(0.07816926869907143+0.011452343540361443j)
2035,-225.47607421875,(1.7235723792579646e-16-7.548063943301636e-16j),1636.8432335789191,(0.09959662418620956+0.004627798583293797j)
2036,-225.439453125,(-3.342662696047074e-16-3.3932828091257456e-16j),1636.828338655675,(0.09944313069169729+0.08989889250650167j)
2037,-225.40283203125,(-4.092128783478796e-16-5.12625565966556e-16j),1636.8134440035094,(0.06695059353543191+0.044816432572080414j)
2038,-225.3662109375,(1.3723351345343053e-17-4.468192571398173e-16j),1636.7985496224155,(0.035931745794623896+0.07260664512643994j)
2039,-225.32958984375,(-2.359205714898718e-16-3.6057147880028987e-16j),1636.7836555123854,(0.032965634136366884+0.09172324898497322j)
2040,-225.29296875,(-1.0097189842935969e-16-2.746793412305797e-16j),1636.7687616734117,(0.09454758126930342+0.09575455067957107j)
2041,-225.25634765625,(-4.660394099360414e-16-1.4417369802624182e-16j),1636.7538681054875,(0.05245034562822348+0.009603854895908271j)
2042,-225.2197265625,(-2.150677668284405e-17-9.467894790890552e-16j),1636.7389748086048,(0.022490971567502738+0.04514167263765219j)
2043,-225.18310546875,(-2.329473050857735e-16-4.1662050323899234e-16j),1636.7240817827567,(0.02040441436291528+0.002762635247252676j)
2044,-225.146484375,(-1.357953237702413e-16-2.731112998529914e-16j),1636.7091890279353,(0.03811377197702375+0.08720840492043816j)
2045,-225.10986328125,(-4.155993591785e-16-3.960110213866763e-16j),1636.6942965441337,(0.04669555426141077+0.03236381675176958j)
2046,-225.0732421875,(1.0145866811176648e-18-5.854394958008129e-16j),1636.6794043313441,(0.07356804761652401+0.012938486508051017j)
2047,-225.03662109375,(3.0209001074809774e-16-4.720236201570051e-16j),1636.6645123895594,(0.011880564972295738+0.05191428302636206j)
2048,-225.0,(3.64627355804659e-17-1.9510607716996135e-16j),1636.649620718772,(0.03467924194376202+0.09722000476809743j)
2049,-224.96337890625,(2.8823544414719566e-16-6.593991828363265e-16j),1636.6347293189747,(0.05103492946110954+0.02726652999542404j)
2050,-224.9267578125,(3.6674006708138436e-16-1.3680535005207507e-16j),1636.6198381901597,(0.07166585064757679+0.0440947042685144j)
2051,-224.89013671875,(4.87286577369296e-16+2.020389581630242e-17j),1636.6049473323199,(0.054710706158281365+0.03956905550377326j)
2052,-224.853515625,(6.898041510879281e-17-3.751087947412698e-16j),1636.590056745448,(0.016449531200218293+0.007075845258306491j)
2053,-224.81689453125,(-5.1566095179118837e-17+5.945620728339682e-17j),1636.5751664295367,(0.0032913087540197396+0.060413133384124754j)
2054,-224.7802734375,(4.615035297797366e-16-1.7605766151916942e-16j),1636.5602763845782,(0.013375751999144349+0.010639542485128772j)
2055,-224.74365234375,(9.197388681172373e-17-3.4259111521294295e-16j),1636.5453866105654,(0.0357907489766077+0.017296880700683737j)
2056,-224.70703125,(1.082327265758872e-16-5.618461442513457e-16j),1636.5304971074906,(0.07237164690591985+0.09342262823206894j)
2057,-224.67041015625,(-1.0428767052374816e-16-4.60348049614226e-16j),1636.5156078753469,(0.03677741996355292+0.007857524988594867j)
2058,-224.6337890625,(3.829989068455479e-16-6.503535905665382e-17j),1636.5007189141265,(0.09536982637911212+0.0396129666629543j)
2059,-224.59716796875,(5.2721575344629377e-17-3.2633227544877947e-16j),1636.4858302238222,(0.062218858692654824+0.011785917735201414j)
2060,-224.560546875,(4.710277376051326e-16-4.440892098500626e-16j),1636.4709418044263,(0.034371303494051486+0.004468155915260364j)
2061,-224.52392578125,(-8.802883075958472e-17-6.106226635438361e-16j),1636.4560536559318,(0.09597093367922926+0.052136228976105405j)
2062,-224.4873046875,(2.517727085667297e-16-1.8279229345793694e-16j),1636.4411657783312,(0.09175934355612896+0.0663306909115005j)
2063,-224.45068359375,(-1.6653345369377348e-16-2.3156881275042725e-16j),1636.426278171617,(0.07470344809468114+0.017807166470561887j)
2064,-224.4140625,(1.5027461392961003e-16-2.9381459592045256e-16j),1636.4113908357817,(0.021059383178363023+0.023712416400340754j)
2065,-224.37744140625,(2.1530997298626382e-16+8.523925487295624e-17j),1636.3965037708183,(0.04680505526395945+0.03187136424168944j)
2066,-224.3408203125,(3.0728385979798754e-16-2.287792368637988e-16j),1636.381616976719,(0.03444217401422411+0.033187923181429595j)
2067,-224.30419921875,(8.433469564597738e-16+1.8673734951007595e-16j),1636.3667304534765,(0.027401934363876+0.05086230698166046j)
2068,-224.267578125,(5.130696249588554e-16+1.8000271757130846e-16j),1636.3518442010836,(0.02152400472364732+0.07129757968596763j)
2069,-224.23095703125,(3.560603790904779e-16-1.990511332221004e-16j),1636.3369582195328,(0.0007181407008610586+0.009333681826354134j)
2070,-224.1943359375,(3.8578848273217634e-16-3.925231146709437e-17j),1636.3220725088167,(0.08114279534933415+0.07758531857091336j)
2071,-224.15771484375,(2.6803154833089315e-16+1.0149809463711969e-16j),1636.3071870689278,(0.038714129348298335+0.051320905756095506j)
2072,-224.12109375,(6.73463193876749e-18+1.962615573354719e-16j),1636.2923018998588,(0.09737561235013875+0.054273244279083845j)
2073,-224.08447265625,(1.1102230246251565e-16-1.904841565079193e-17j),1636.2774170016025,(0.03163524908643363+0.013999367176201339j)
2074,-224.0478515625,(3.0728385979798754e-16-2.1530997298626382e-16j),1636.2625323741513,(0.07842986158204235+0.02634753479386487j)
2075,-224.01123046875,(4.183061622605032e-16-2.78957588662845e-18j),1636.2476480174978,(0.0907928510754569+0.07535416251037695j)
2076,-223.974609375,(5.035454171334594e-16-4.204188735372285e-17j),1636.2327639316347,(0.05506946746918147+0.058351037162662094j)
2077,-223.93798828125,(4.4129963396343417e-16+1.3122619827881812e-16j),1636.2178801165546,(0.07934623901176735+0.042295989004054235j)
2078,-223.9013671875,(4.3456500202466663e-16+5.945620728339682e-17j),1636.20299657225,(0.09212166781796892+0.07523834936173532j)
2079,-223.86474609375,(6.078330876572076e-16+3.992577466097112e-16j),1636.1881132987137,(0.05982623867752873+0.0693102399877026j)
2080,-223.828125,(6.145677195959751e-16+3.37011963439686e-16j),1636.173230295938,(0.021286410430466196+0.02774317948868731j)
2081,-223.79150390625,(5.753154081288808e-16+2.3272429291593774e-16j),1636.1583475639159,(0.0199655020402724+0.049011507278790015j)
2082,-223.7548828125,(3.857884827321763e-16+2.652419724442647e-16j),1636.1434651026398,(0.005942539659798629+0.039363504081566386j)
2083,-223.71826171875,(5.983088798318117e-16+3.1122891585012653e-16j),1636.1285829121023,(0.0781344317442886+0.07031478788320057j)
2084,-223.681640625,(5.753154081288808e-16+3.207531236755225e-16j),1636.1137009922961,(0.08192895084129916+0.08210850694545638j)
2085,-223.64501953125,(3.532708032038494e-16+3.1122891585012653e-16j),1636.0988193432138,(0.07831685354085804+0.09604033036133358j)
2086,-223.6083984375,(6.930723425301639e-16+3.829989068455479e-16j),1636.0839379648478,(0.01302229931537875+0.09082989529219773j)
2087,-223.57177734375,(8.500815883985413e-16+4.940212093080635e-16j),1636.0690568571908,(0.04345317148226662+0.011124129387222716j)
2088,-223.53515625,(7.093311822943273e-16+4.777623695439e-16j),1636.054176020236,(0.04166391518515237+0.08566780687043724j)
2089,-223.49853515625,(6.768135027660004e-16+2.3272429291593774e-16j),1636.0392954539748,(0.018355895204023875+0.0395097522896724j)
2090,-223.4619140625,(1.0233496740310824e-15+4.222512183126422e-16j),1636.0244151584009,(0.04066281711552181+0.04571642926308128j)
2091,-223.42529296875,(5.495323605393214e-16+2.7197660438303223e-16j),1636.0095351335065,(0.09779350334290163+0.015251743282126107j)
2092,-223.388671875,(9.055927396297991e-16+3.5048122731722093e-16j),1635.9946553792843,(0.011030774572157799+0.07823842438272394j)
2093,-223.35205078125,(7.390592859360257e-16+4.519793219543406e-16j),1635.9797758957268,(0.04053390316944791+0.030155463566143327j)
2094,-223.3154296875,(1.1018542969652712e-15+1.2170199045342218e-16j),1635.9648966828267,(0.09053464911548355+0.046125596487832835j)
2095,-223.27880859375,(6.213023515347425e-16+2.0020661338761088e-16j),1635.9500177405766,(0.07726660589024928+0.03841966089329332j)
2096,-223.2421875,(9.84097362563988e-16+2.164654531517743e-16j),1635.9351390689694,(0.023356926547005743+0.030251891386383845j)
2097,-223.20556640625,(6.768135027660005e-16+3.1122891585012653e-16j),1635.9202606679971,(0.0253942540525283+0.023756831384574274j)
2098,-223.1689453125,(7.945704371672835e-16+2.949700760859631e-16j),1635.9053825376527,(0.0788965055808105+0.07060003493561037j)
2099,-223.13232421875,(8.663404281627048e-16+3.32249859526988e-16j),1635.890504677929,(0.07487636717726182+0.03887737049644038j)
2100,-223.095703125,(7.241952341151765e-16+3.605831752253721e-16j),1635.875627088818,(0.004635165351418291+0.09461145358411105j)
2101,-223.05908203125,(6.686840828839187e-16+3.471139113478372e-16j),1635.8607497703129,(0.08578621466454886+0.08258048850964358j)
2102,-223.0224609375,(7.912031211978998e-16+2.5908508058825253e-16j),1635.845872722406,(0.08222666062356365+0.029803448745171646j)
2103,-222.98583984375,(8.304554326649941e-16+4.25618534282026e-16j),1635.8309959450903,(0.044708110057257694+0.06369415389333713j)
2104,-222.94921875,(8.10829276931447e-16+4.2898585025140963e-16j),1635.8161194383579,(0.08472062702461011+0.037948673428101536j)
2105,-222.91259765625,(6.6194945094515115e-16+2.2459487303385607e-16j),1635.8012432022017,(0.05285003530848148+0.08764154646331018j)
2106,-222.8759765625,(7.045690783816293e-16+3.1122891585012653e-16j),1635.7863672366145,(0.02179305635657021+0.09728900502775828j)
2107,-222.83935546875,(5.509271484826356e-16+4.581362138103529e-16j),1635.7714915415884,(6.502612872161251e-07+0.08234555798330215j)
2108,-222.802734375,(6.145677195959751e-16+4.3374795416410767e-16j),1635.7566161171164,(0.06462830175865904+0.06291502133142886j)
2109,-222.76611328125,(6.65316766914535e-16+4.567414258670385e-16j),1635.741740963191,(0.0794888933124373+0.06239321938890711j)
2110,-222.7294921875,(7.255900220584907e-16+4.567414258670385e-16j),1635.726866079805,(0.034210540300223795+0.08530519162200956j)
2111,-222.69287109375,(6.700788708272329e-16+4.844970014826675e-16j),1635.7119914669508,(0.044424797042621145+0.0619210292634984j)
2112,-222.65625,(7.567129136435034e-16+4.926264213647492e-16j),1635.6971171246212,(0.0682745249978134+0.016906109543530324j)
2113,-222.61962890625,(6.504527150936858e-16+5.596343084474726e-16j),1635.6822430528086,(0.04840194786575707+0.08449641433290045j)
2114,-222.5830078125,(7.303521259711887e-16+6.46268351263743e-16j),1635.6673692515058,(0.07063546412189635+0.08694869175222654j)
2115,-222.54638671875,(7.533455976741197e-16+5.955193039451831e-16j),1635.6524957207052,(0.07936370371366794+0.04380674968721587j)
2116,-222.509765625,(5.882069319236604e-16+7.3290239408001355e-16j),1635.6376224603998,(0.028522851027418607+0.06905502703289328j)
2117,-222.47314453125,(6.863377105913964e-16+8.032775971321206e-16j),1635.622749470582,(0.09173842025506285+0.02062766671088021j)
2118,-222.4365234375,(6.389559792422203e-16+6.888879787002211e-16j),1635.6078767512442,(0.024255541763895407+0.05779631139392978j)
2119,-222.39990234375,(6.863377105913963e-16+7.802841254291896e-16j),1635.5930043023795,(0.08080901530975738+0.06020115087465003j)
2120,-222.36328125,(7.533455976741197e-16+7.525285498135607e-16j),1635.5781321239801,(0.018715325048543074+0.008965511526144677j)
2121,-222.32666015625,(6.585821349757675e-16+8.472920125119128e-16j),1635.563260216039,(0.09169935636792378+0.023500796813877248j)
2122,-222.2900390625,(6.863377105913964e-16+8.702854842148438e-16j),1635.5483885785484,(0.08777605527599784+0.0006863285292589395j)
