,t,u,lambda,u_begin
501,-281.65283203125,(1.9921862619683548e-17+3.530825158629936e-18j),1660.0157231463425,(0.023867075826121822+0.09103907818555361j)
502,-281.6162109375,(-1.8844544936451857e-16+3.581654057751034e-17j),1660.0004035105037,(0.0015214053933669037+0.016026423603466455j)
503,-281.57958984375,(2.9890888494572845e-17-9.475585699138376e-17j),1659.9850841574203,(0.08180570070022103+0.02856599301448607j)
504,-281.54296875,(-7.612171438481158e-18+2.1056012348548327e-17j),1659.9697650870842,(0.02643942154159168+0.06358591243463466j)
505,-281.50634765625,(-6.156407543216169e-18+7.273418177831332e-17j),1659.9544462994877,(0.0005197822927434204+0.06780174255529497j)
506,-281.4697265625,(8.125397988174205e-17-3.019247274357778e-17j),1659.9391277946231,(0.09247214527023585+0.03213951512569727j)
507,-281.43310546875,(-2.9013831653221533e-17+9.076155588137623e-17j),1659.9238095724822,(0.05297041713310602+0.08829123223471834j)
508,-281.396484375,(7.518457400582029e-17+1.6077197262634328e-16j),1659.9084916330576,(0.04102634793227847+0.01736153372674646j)
509,-281.35986328125,(7.002990167983112e-17+6.140047711315884e-17j),1659.8931739763411,(0.09935712998620876+0.042189139934841746j)
510,-281.3232421875,(-6.067611912161439e-17+1.5871043578023657e-16j),1659.8778566023252,(0.09157034719476435+0.05613516974836202j)
511,-281.28662109375,(4.1701255910541825e-17+2.422239391139372e-17j),1659.862539511002,(0.057407164432821615+0.06950061763251479j)
512,-281.25,(5.827438142276978e-17+1.2419584085324183e-16j),1659.8472227023635,(0.016058969530330713+0.09853848934306086j)
513,-281.21337890625,(1.761113721054121e-16+6.585126028337092e-17j),1659.8319061764018,(0.06382864290842853+0.027245911461175457j)
514,-281.1767578125,(5.3861165938985685e-17+1.0924983921325139e-16j),1659.8165899331093,(0.018039115554876417+0.05037381339369046j)
515,-281.14013671875,(1.4671405080618025e-16+1.1252625256618408e-16j),1659.8012739724782,(0.035075692480467394+0.0037541393311183893j)
516,-281.103515625,(-7.074907298471789e-18+1.398220873411253e-16j),1659.7859582945007,(0.08827788005978515+0.008278470620938573j)
517,-281.06689453125,(1.4407273734237972e-16+1.108867572714021e-16j),1659.7706428991687,(0.06361127387444858+0.09808112633047783j)
518,-281.0302734375,(5.4167755876821446e-17+7.361345137411953e-17j),1659.7553277864747,(0.019053900788622815+0.056911923017454916j)
519,-280.99365234375,(3.6508575189231496e-17+1.2577314072873057e-16j),1659.7400129564107,(0.06550224092002205+0.014847819835283006j)
520,-280.95703125,(1.2470189983139167e-16+1.3129993141433244e-16j),1659.724698408969,(0.03056418504421873+0.07338145504257251j)
521,-280.92041015625,(1.27525400518722e-16+1.2725955581068063e-16j),1659.7093841441415,(0.013000982867111922+0.01139202191724098j)
522,-280.8837890625,(8.778370650555267e-17+2.2779925394786654e-16j),1659.6940701619208,(0.05554448849887899+0.06832485921457698j)
523,-280.84716796875,(5.457960115846391e-17+1.1040757922280486e-16j),1659.6787564622987,(0.02785296926446248+0.08332592775798921j)
524,-280.810546875,(5.461430965187286e-17+8.649688910356686e-17j),1659.6634430452675,(0.03729897979574235+0.05820719052359932j)
525,-280.77392578125,(7.312158788798581e-17+1.7400197147965778e-16j),1659.6481299108193,(0.0742294593631283+0.02964052148877122j)
526,-280.7373046875,(3.855620717661541e-17+1.0200343408943482e-16j),1659.6328170589466,(0.09975572763831486+0.07654176687389813j)
527,-280.70068359375,(-8.475930933804467e-18+2.0433526363087278e-16j),1659.617504489641,(0.07095433195391862+0.041247612436887376j)
528,-280.6640625,(6.774616367689053e-18+1.050374590135557e-16j),1659.6021922028954,(0.05107909952081+0.010149197710930891j)
529,-280.62744140625,(4.580935383300465e-17+1.3944540782778084e-16j),1659.5868801987015,(0.06025670988974066+0.023742213530919765j)
530,-280.5908203125,(8.40893248581578e-18+6.124464496142105e-17j),1659.5715684770514,(0.04109724445006814+0.001032330338615095j)
531,-280.55419921875,(1.1593522753404225e-19+2.0548285153194877e-16j),1659.5562570379377,(0.011356602038533448+0.025807556758547723j)
532,-280.517578125,(-7.75374971136788e-17+1.1771894625948392e-16j),1659.5409458813522,(0.05696684175221285+0.08248956134200934j)
533,-280.48095703125,(8.660904316976962e-18+9.436054539464159e-17j),1659.5256350072873,(0.09673028025722824+0.08268741642106783j)
534,-280.4443359375,(-6.313366578838357e-17+4.1420983361497626e-17j),1659.5103244157347,(0.055506390557658485+0.09122431155867979j)
535,-280.40771484375,(-4.022270661132249e-17+1.0008677557146417e-16j),1659.4950141066874,(0.06913293949417347+0.04547424513379399j)
536,-280.37109375,(-1.6101562046864998e-17+7.003254052817924e-18j),1659.4797040801373,(0.032247821741143004+0.021700537547161138j)
537,-280.33447265625,(-6.90645550905408e-17+2.952199812968946e-17j),1659.464394336076,(0.004245470416899366+0.038453373813950836j)
538,-280.2978515625,(-1.4883294484657297e-16+3.703908781920248e-18j),1659.4490848744965,(0.009047028445377137+0.011943705046842591j)
539,-280.26123046875,(-6.571885071301464e-17+2.5855257066729247e-17j),1659.4337756953905,(0.07825353863270011+0.046765725214504894j)
540,-280.224609375,(-1.6342494764340678e-16+2.4260225849227135e-17j),1659.4184667987504,(0.027340212261265862+0.017680249711982243j)
541,-280.18798828125,(-1.0192078440788894e-16-1.357366186541947e-16j),1659.4031581845682,(0.07293435774854924+0.027805543771280784j)
542,-280.1513671875,(-2.0285198784630868e-16-4.152097951006159e-17j),1659.387849852836,(0.01781333231284924+0.08175712637412008j)
543,-280.11474609375,(-1.410892673134734e-16-2.355492483607978e-17j),1659.3725418035465,(0.08825341944759563+0.036940093310942945j)
544,-280.078125,(-1.1201048692975442e-16-6.676045780440297e-17j),1659.3572340366914,(0.002601604236151134+0.06814873346117427j)
545,-280.04150390625,(-1.0116191970934207e-16-1.1216512539618076e-16j),1659.3419265522627,(0.061292476855666016+0.08376587475386021j)
546,-280.0048828125,(-1.5338828526464131e-16-9.972603231938928e-17j),1659.3266193502534,(0.07089078359311862+0.0303741942007427j)
547,-279.96826171875,(-1.4599117772540657e-16-1.4787696302374837e-16j),1659.3113124306549,(0.09165187759691584+0.06227197237138347j)
548,-279.931640625,(-1.1149019872914294e-16-1.5156745440616647e-16j),1659.2960057934597,(0.04779150327187424+0.025484931926416533j)
549,-279.89501953125,(-1.2599376075420523e-16-1.4505402158646232e-16j),1659.28069943866,(0.027225079557407418+0.06484404119968011j)
550,-279.8583984375,(-1.520984066977064e-16-1.5453764016592927e-16j),1659.2653933662477,(0.00911432547322627+0.03897865819939581j)
551,-279.82177734375,(-1.4019423090345103e-16-1.2016845538179558e-16j),1659.250087576215,(0.025537668018118534+0.09139232676414455j)
552,-279.78515625,(-1.4121320185873812e-16-2.192264482516647e-16j),1659.2347820685548,(0.040350484615222476+0.03065661876870184j)
553,-279.74853515625,(-1.360085164315053e-16-2.5836955887375835e-16j),1659.2194768432587,(0.014361475962251258+0.09049939186462377j)
554,-279.7119140625,(-1.4797325136816581e-16-2.8218105212835795e-16j),1659.204171900319,(0.06473459889362067+0.059056864181751156j)
555,-279.67529296875,(-7.555897772504109e-17-2.2380615443722977e-16j),1659.1888672397276,(0.058155189832249744+0.07312126513398585j)
556,-279.638671875,(-1.013916622279443e-16-2.7212051065360186e-16j),1659.1735628614772,(0.02772163717897208+0.004123304410669037j)
557,-279.60205078125,(-1.6215885632681473e-16-3.034027205146173e-16j),1659.1582587655598,(0.01343374677907131+0.06864713337132836j)
558,-279.5654296875,(-1.6925854409947113e-16-2.6065001646192694e-16j),1659.1429549519673,(0.038791890367401695+0.050349303288614033j)
559,-279.52880859375,(-1.6132442119046375e-16-2.751733658366179e-16j),1659.1276514206925,(0.09417381941795612+0.04873491512886777j)
560,-279.4921875,(-1.5379634831835782e-16-3.4630753624151733e-16j),1659.1123481717268,(0.04240933245219422+0.06866456404783432j)
561,-279.45556640625,(-1.4811683040516708e-16-3.244571591318322e-16j),1659.0970452050628,(0.09134517159039109+0.015357873263744704j)
562,-279.4189453125,(-1.5308989357755842e-16-3.176811130920119e-16j),1659.0817425206928,(0.05552103851590722+0.053117279091740036j)
563,-279.38232421875,(-1.527895340340349e-16-2.6183989316563536e-16j),1659.066440118609,(0.05370521744962778+0.04102598683932997j)
564,-279.345703125,(-1.8234244681147342e-16-3.1144161471543637e-16j),1659.0511379988034,(0.07250948731633276+0.013824739202020542j)
565,-279.30908203125,(-1.6953190142768347e-16-3.275017463522198e-16j),1659.0358361612682,(0.021047823757737262+0.06970487485944157j)
566,-279.2724609375,(-1.7597909861292493e-16-3.0396089140439965e-16j),1659.0205346059954,(0.02266012704450069+0.04328651424904324j)
567,-279.23583984375,(-1.918791584964625e-16-2.9850169259392667e-16j),1659.0052333329777,(0.03314219392837431+0.06907044179456792j)
568,-279.19921875,(-2.0251377387962727e-16-3.314368618080196e-16j),1658.9899323422069,(0.07446613760539618+0.0547453960796969j)
569,-279.16259765625,(-1.7285071397486185e-16-3.3006307644266096e-16j),1658.9746316336755,(0.0066854839776819275+0.08260967094603493j)
570,-279.1259765625,(-2.1232004185799234e-16-3.1496447479651173e-16j),1658.9593312073753,(0.09893285907977263+0.08871735522047813j)
571,-279.08935546875,(-1.7929596677367862e-16-2.7835038422352156e-16j),1658.9440310632986,(0.03851729891381689+0.004851056676084009j)
572,-279.052734375,(-1.7644898253754995e-16-3.1053488947357615e-16j),1658.9287312014376,(0.04791770600705023+0.09646282490023704j)
573,-279.01611328125,(-1.5775656418861211e-16-2.931556980602962e-16j),1658.9134316217849,(0.018831122691225347+0.07531477524921742j)
574,-278.9794921875,(-2.1318124048298336e-16-2.860189388094651e-16j),1658.8981323243322,(0.036354285458585614+0.01101295886654573j)
575,-278.94287109375,(-1.96881014404155e-16-2.4865538440260424e-16j),1658.8828333090719,(0.05071603982441704+0.036705403409449736j)
576,-278.90625,(-1.622316140551692e-16-2.6436203490195573e-16j),1658.8675345759962,(0.03677814147649416+0.0010956252193386918j)
577,-278.86962890625,(-2.0418072451722207e-16-1.9022229889556874e-16j),1658.852236125097,(0.027685969404366885+0.08703422918116777j)
578,-278.8330078125,(-1.6795471794308906e-16-1.5868566533481166e-16j),1658.8369379563671,(0.015265262943744985+0.05141978051110285j)
579,-278.79638671875,(-1.5752317120316867e-16-1.6005728031224794e-16j),1658.8216400697981,(0.04910726335959861+0.07217228120898171j)
580,-278.759765625,(-2.0105442420508614e-16-1.2981239648157544e-16j),1658.8063424653824,(0.04481403211796497+0.04106636703890561j)
581,-278.72314453125,(-2.0695324396172593e-16-1.442826819255755e-16j),1658.7910451431123,(0.06692209632027399+0.02183750808988573j)
582,-278.6865234375,(-8.667026756135792e-17-1.0451107954864105e-16j),1658.77574810298,(0.0042100264523861845+0.01834635164787698j)
583,-278.64990234375,(-1.5305355746800527e-16-1.280602858698879e-16j),1658.7604513449774,(0.00842004209335373+0.0007369230787007464j)
584,-278.61328125,(-1.760030506153354e-16-9.448942412915214e-17j),1658.745154869097,(0.02829410899757694+0.01911892349903718j)
585,-278.57666015625,(-1.4403410435108311e-16-1.3501602738495223e-16j),1658.729858675331,(0.04714624268528707+0.006686518560517119j)
586,-278.5400390625,(-1.6266819171657621e-16-5.349364103082634e-17j),1658.7145627636712,(0.018772153609633913+0.02127681752480558j)
587,-278.50341796875,(-9.400087553125038e-17-5.892488348976496e-17j),1658.6992671341104,(0.09356481907738959+0.07278796798674235j)
588,-278.466796875,(-9.83275188681194e-17-1.0030744894856765e-16j),1658.6839717866403,(0.002402880873576141+0.018719743865697625j)
589,-278.43017578125,(-1.8695036474471304e-16-7.745166751075523e-17j),1658.6686767212532,(0.03494664431077911+0.0943145461124399j)
590,-278.3935546875,(-6.14378380213038e-17-2.882634704663713e-17j),1658.6533819379413,(0.059921537729511226+0.05370377087581001j)
591,-278.35693359375,(4.756659239086945e-18-1.1653363021433589e-17j),1658.638087436697,(0.0629722911869964+0.09799787184296714j)
592,-278.3203125,(-5.234493944569015e-17-1.6495920881964652e-17j),1658.6227932175125,(0.09889032226562089+0.006657759581256051j)
593,-278.28369140625,(-6.12306404309115e-17-2.5665402436375103e-17j),1658.60749928038,(0.005859739457417257+0.012224978440596446j)
594,-278.2470703125,(-6.210920385715463e-19-2.824205526093732e-18j),1658.5922056252912,(0.03538633631024968+0.010700821785642124j)
595,-278.21044921875,(2.419155322588989e-17+5.126977206729766e-17j),1658.5769122522388,(0.04687375166650224+0.031404179076317984j)
596,-278.173828125,(-3.497804002660262e-17-2.621385178390789e-17j),1658.561619161215,(0.04303307150668106+0.012104894828426272j)
597,-278.13720703125,(-6.659588021608828e-17+3.122789326363349e-17j),1658.5463263522117,(0.07355719940123535+0.06858744178683626j)
598,-278.1005859375,(2.847985357360816e-17-1.65912007797566e-17j),1658.5310338252214,(0.06334360442260975+0.024051344771088126j)
599,-278.06396484375,(5.2159099362672e-17-2.757779338152677e-20j),1658.515741580236,(0.024434241700568807+0.04094407222105734j)
600,-278.02734375,(1.583616540297849e-17+5.633735488795005e-17j),1658.5004496172478,(0.0554336137289205+0.08011819686656099j)
601,-277.99072265625,(-2.2868055112199836e-17+1.1512474211842857e-17j),1658.4851579362494,(0.06528908143951877+0.07140067922207836j)
602,-277.9541015625,(5.1043807619145667e-17-1.550810088337075e-17j),1658.4698665372323,(0.07727937710685023+0.0549427124254286j)
603,-277.91748046875,(1.3586857711662557e-16-2.1141145198812916e-18j),1658.4545754201893,(0.06833425578566259+0.06174807164192806j)
604,-277.880859375,(8.870312796896844e-17+1.8470163397320167e-17j),1658.439284585112,(0.010985384426190438+0.02594926327211764j)
605,-277.84423828125,(2.360827662482907e-17+3.09274137152791e-17j),1658.4239940319933,(0.006239632698351649+0.002301202681861425j)
606,-277.8076171875,(1.1838386001966143e-16+2.887608490673525e-17j),1658.408703760825,(0.046858824146064654+0.025294901272708326j)
607,-277.77099609375,(1.0858230170496845e-16+4.389876553056264e-17j),1658.3934137715994,(0.062397302407071045+0.010204854953881926j)
608,-277.734375,(1.0463034617420125e-16+6.128554003916947e-17j),1658.3781240643084,(0.08930337397257311+0.04351026405681274j)
609,-277.69775390625,(6.606532958297175e-17+4.816406654334864e-17j),1658.3628346389444,(0.08141020702358069+0.03577408500987468j)
610,-277.6611328125,(1.4497698882177268e-16+4.998080872415389e-17j),1658.3475454955,(0.0069897615482548804+0.08191520129759616j)
611,-277.62451171875,(9.598849763040251e-17+4.534075754147823e-17j),1658.332256633967,(0.05814290673982769+0.05014651630873851j)
612,-277.587890625,(7.047116514435572e-17+8.087368872996419e-17j),1658.3169680543376,(0.019932760154117914+0.04328259692693412j)
613,-277.55126953125,(4.534825468608919e-17+3.8862480144598273e-17j),1658.3016797566042,(0.04085253962876093+0.007806590838297368j)
614,-277.5146484375,(9.859606881558193e-17+9.110244839872398e-18j),1658.2863917407587,(0.06058237081351675+0.039383744708509985j)
615,-277.47802734375,(5.881756545476439e-17+9.835304066826504e-17j),1658.2711040067936,(0.017417841094202014+0.083851320049448j)
616,-277.44140625,(6.578187981386505e-17+1.0644772049915279e-16j),1658.2558165547011,(0.09647089310811346+0.0734752470071942j)
617,-277.40478515625,(8.353017238091145e-17+4.391807570120116e-17j),1658.2405293844731,(0.019546567040531128+0.05804424736919429j)
618,-277.3681640625,(5.49719016534279e-17+4.3652928547968107e-17j),1658.225242496102,(0.07045943010879274+0.04196443746147012j)
619,-277.33154296875,(1.0360422314524797e-16+5.944727898345353e-17j),1658.2099558895802,(0.017437056733764045+0.007427220092091314j)
620,-277.294921875,(9.009102626671748e-17+8.4059373698498e-17j),1658.1946695648996,(0.026429999404604956+0.01008845133981614j)
621,-277.25830078125,(5.903561663260259e-17+9.641480255604609e-17j),1658.1793835220524,(0.07432513821287794+0.026796503197185795j)
622,-277.2216796875,(8.809053775678583e-17+8.705851362900422e-17j),1658.1640977610311,(0.02794346545298463+0.023038074135120358j)
623,-277.18505859375,(7.929852736272235e-17+1.431244012087262e-16j),1658.1488122818275,(0.005466643283789596+0.07834935119779952j)
624,-277.1484375,(9.388141824789196e-17+1.2421974392301923e-16j),1658.1335270844343,(0.06441714503197482+0.07513667132797432j)
625,-277.11181640625,(4.6969660255599495e-17+1.071801966945279e-16j),1658.1182421688434,(0.004385807426509492+0.04162978174606207j)
626,-277.0751953125,(8.95686196680981e-17+1.184576570589831e-16j),1658.1029575350465,(0.055597707392972956+0.061871775302203995j)
627,-277.03857421875,(1.3200418217125374e-16+7.697603573613112e-17j),1658.087673183037,(0.007183561970859598+0.06161262842722555j)
628,-277.001953125,(1.0003871492593906e-16+7.197979775774694e-17j),1658.0723891128061,(0.0998481175946685+0.08525858682104978j)
629,-276.96533203125,(6.03899709972577e-17+1.3432280916270182e-16j),1658.0571053243466,(0.014118796800083523+0.03690179146160055j)
630,-276.9287109375,(5.558245954722087e-17+8.315849591238653e-17j),1658.0418218176503,(0.08322775648197035+0.09118190744717469j)
631,-276.89208984375,(4.438028028149014e-17+5.939228478901477e-17j),1658.0265385927098,(0.05402537019373974+0.06819556620066004j)
632,-276.85546875,(2.11992773148264e-18+1.2773821941308458e-16j),1658.011255649517,(0.06560399661701193+0.056011198565265076j)
633,-276.81884765625,(1.3125329294462611e-17+8.036226750265316e-17j),1657.995972988064,(0.03298650136760533+0.05630467892886264j)
634,-276.7822265625,(5.467202784177081e-17-2.3997182730720796e-17j),1657.9806906083436,(0.030813100054267652+0.04884120763944987j)
635,-276.74560546875,(1.8661238444047394e-17+5.4528523322418965e-17j),1657.9654085103473,(0.019237367660428807+0.03185801110448618j)
636,-276.708984375,(3.8925660485540994e-17+4.5736293650580446e-17j),1657.9501266940679,(0.05867121274053479+0.006170229685396034j)
637,-276.67236328125,(-6.007302852981966e-17+7.85374429838017e-17j),1657.9348451594972,(0.08547465808426737+0.07917291853982739j)
638,-276.6357421875,(6.913847054051767e-18-3.079634339985342e-17j),1657.9195639066274,(0.06767791706789472+0.051526361571412896j)
639,-276.59912109375,(6.910424195261026e-17-8.89918749603767e-18j),1657.904282935451,(0.07747884764508106+0.036074062639062j)
640,-276.5625,(1.366802017590211e-17+1.4426776802622803e-17j),1657.88900224596,(0.019930810585162485+0.09536417352301296j)
641,-276.52587890625,(-4.951278241233987e-17+1.166580139250907e-16j),1657.8737218381468,(0.0032774708203416438+0.042271546902651294j)
642,-276.4892578125,(2.2654736262996267e-17+6.939027572870895e-18j),1657.8584417120035,(0.014889207978087505+0.010206647042988272j)
643,-276.45263671875,(1.1090413073045912e-17+6.103364276145954e-17j),1657.8431618675222,(0.030952284130885677+0.010496085704594716j)
644,-276.416015625,(5.739012453824448e-17-1.3584974856632895e-19j),1657.8278823046953,(0.0605682378172318+0.08643089921121484j)
645,-276.37939453125,(1.0325961025235674e-17+1.2113100372087996e-16j),1657.8126030235148,(0.008173018468084126+0.07863447407397722j)
646,-276.3427734375,(-4.54373825980033e-19-5.391420060881838e-17j),1657.797324023973,(0.07409486888538962+0.08643649029417605j)
647,-276.30615234375,(-3.00233225401597e-17+2.946682565432169e-17j),1657.7820453060624,(0.03865106582984397+0.09562312385547429j)
648,-276.26953125,(-3.341583984411606e-17+1.2821251440026464e-17j),1657.7667668697748,(0.06744844053479808+0.023232272990152347j)
649,-276.23291015625,(-6.881059337274662e-17+6.009462649781094e-17j),1657.7514887151026,(0.04346363613139568+0.0662602444815763j)
650,-276.1962890625,(1.885488554305141e-17-5.909250446014116e-17j),1657.7362108420382,(0.0403003556466395+0.013247277570514705j)
651,-276.15966796875,(-4.4972285570687335e-17+1.8820415373788517e-17j),1657.7209332505734,(0.04854923993712156+0.013585285533957537j)
652,-276.123046875,(-6.705279771000134e-17+3.851703668888587e-19j),1657.7056559407006,(0.06722667199179182+0.05994821533276889j)
653,-276.08642578125,(-8.178248535905976e-17+3.903956565890366e-17j),1657.6903789124121,(0.022039222179440633+0.04852271770531469j)
654,-276.0498046875,(-3.4445463199913696e-17-2.5619034743203973e-17j),1657.6751021657003,(0.08788335410205317+0.08713966660197166j)
655,-276.01318359375,(-1.6337201098599563e-16-8.975591235770973e-17j),1657.659825700557,(0.09794298259180542+0.01903636516326517j)
656,-275.9765625,(-1.1703486424211417e-16-2.5069186710266696e-17j),1657.6445495169744,(0.024473329571133143+0.07166821995104487j)
657,-275.93994140625,(-1.9003982795819438e-16+1.014681693841156e-17j),1657.629273614945,(0.03793154311172921+0.03378136592861064j)
658,-275.9033203125,(-5.235068108872403e-17-6.201364148577727e-17j),1657.6139979944612,(0.046296941293721264+0.029111951691300732j)
659,-275.86669921875,(-1.2209744344103885e-16-3.061443780830301e-17j),1657.5987226555146,(0.09563235412493473+0.05102471967377962j)
660,-275.830078125,(-4.6366905631361946e-17-3.605936340788215e-17j),1657.5834475980978,(0.05322925892696426+0.06159513509211193j)
661,-275.79345703125,(-1.8557700861995711e-16+1.0671260317770562e-17j),1657.5681728222032,(0.029896816404621152+0.048187738463977926j)
662,-275.7568359375,(-1.20577132805301e-16-7.950610884757548e-17j),1657.5528983278225,(0.04795627843152403+0.07053315122606439j)
663,-275.72021484375,(-1.7209157303826984e-16+6.7527888092338664e-18j),1657.5376241149484,(0.027067708052917572+0.06471913481372159j)
664,-275.68359375,(-9.650950389914318e-17-9.135605918913298e-18j),1657.5223501835726,(0.08117553979357878+0.05912253824039235j)
665,-275.64697265625,(-1.7823944707023439e-16-6.461982913960157e-18j),1657.507076533688,(0.08319768672142315+0.002708533686691761j)
666,-275.6103515625,(-7.5941439954264e-17-4.2803872299025654e-17j),1657.4918031652862,(0.04487949756758172+0.0998300775511607j)
667,-275.57373046875,(-1.4762160570383186e-16-1.018815924813697e-17j),1657.47653007836,(0.05768419644409359+0.022721337121463483j)
668,-275.537109375,(-1.6504704751181342e-16+2.8691929830591463e-18j),1657.461257272901,(0.007056968567690869+0.001378320231031749j)
669,-275.50048828125,(-1.8841476000871462e-16+1.446820445703132e-17j),1657.445984748902,(0.009544266593059125+0.010616918642842832j)
670,-275.4638671875,(-8.542599591742499e-17-5.012279064704265e-17j),1657.4307125063547,(0.03232638749929291+0.012921881377617385j)
671,-275.42724609375,(-1.8780805441204636e-16-3.269068801505056e-17j),1657.4154405452516,(0.08608664484502027+0.09957023593946142j)
672,-275.390625,(-1.421471065686415e-16+1.6053495590695495e-17j),1657.4001688655849,(0.025096783894358134+0.024630443642646695j)
673,-275.35400390625,(-1.555610197919525e-16+9.139479374259784e-17j),1657.384897467347,(0.014250843172206451+0.021494494574462265j)
674,-275.3173828125,(-7.282366986901196e-17+6.016780737333994e-18j),1657.3696263505296,(0.03031464327554293+0.05855899936994187j)
675,-275.28076171875,(-1.3877998743701842e-16+5.077253162589727e-17j),1657.3543555151255,(0.025191560021578963+0.03731657437538821j)
676,-275.244140625,(-1.2117284238193537e-16+3.6740089813963964e-17j),1657.3390849611264,(0.014891428913041195+0.03577143910830534j)
677,-275.20751953125,(-1.4990984615720078e-16+5.346788613448177e-17j),1657.3238146885249,(0.05072286398357622+0.0012145275378829035j)
678,-275.1708984375,(-1.1555864998014496e-16+2.614697358600023e-17j),1657.3085446973132,(0.029738525477441935+0.09765858590544196j)
679,-275.13427734375,(-1.6309006706365194e-16+6.798495928417055e-17j),1657.2932749874833,(0.09005364949991082+0.059704735206595964j)
680,-275.09765625,(-1.1680995195485235e-16+4.046775661337407e-17j),1657.2780055590276,(0.03310017346722366+0.05180197575366258j)
681,-275.06103515625,(-1.16550178724268e-16+4.169613479997156e-17j),1657.2627364119382,(0.030118351803879197+0.08843531768257193j)
682,-275.0244140625,(-1.2936933605834924e-16+2.9668041014430293e-17j),1657.2474675462074,(0.035382674069487266+0.0781767789069385j)
683,-274.98779296875,(-1.0341445813989495e-16+2.289277990042984e-17j),1657.2321989618276,(0.01769508069868414+0.013339967181560065j)
684,-274.951171875,(-7.895050010923615e-17+4.008840280310822e-18j),1657.2169306587905,(0.016725312225564892+0.021528766575435645j)
685,-274.91455078125,(-5.193259256230225e-17+1.034939497560435e-16j),1657.2016626370887,(0.09707480294519583+0.035817863151357356j)
686,-274.8779296875,(-6.241000679173133e-17+1.0282509512056184e-17j),1657.1863948967145,(0.030899397805795183+0.006165797036319021j)
687,-274.84130859375,(-9.44523691087484e-17+4.723506740604687e-17j),1657.1711274376603,(0.06495308808116305+0.04805598498010614j)
688,-274.8046875,(-1.2472051237192394e-16+4.3812464029572185e-17j),1657.1558602599177,(0.06414535521682374+0.015083716157407235j)
689,-274.76806640625,(-4.310124127993307e-17+7.892806216446739e-17j),1657.1405933634794,(0.07906878952729625+0.017226645487438942j)
690,-274.7314453125,(-2.1174736483238274e-17+4.2075979414344556e-17j),1657.1253267483376,(0.041040676239055024+0.06273694611751982j)
691,-274.69482421875,(-1.0430781997147108e-16+6.548860995572312e-17j),1657.1100604144842,(0.05808414919398374+0.0999059115394813j)
692,-274.658203125,(-7.008370401005423e-17+2.7283323367307282e-17j),1657.0947943619117,(0.030116798773120502+0.04055571695453132j)
693,-274.62158203125,(-1.3471868554083869e-16+9.232504308212203e-17j),1657.0795285906124,(0.01916137393714993+0.0771844842403087j)
694,-274.5849609375,(-1.234098092535426e-16+4.404723303421639e-17j),1657.0642631005783,(0.03988650212238988+0.0076934655598138064j)
695,-274.54833984375,(-1.316852613358824e-16+5.607260791623477e-17j),1657.0489978918017,(0.08117431157445981+0.07204006714866386j)
696,-274.51171875,(-1.1663775348740139e-16+4.421042077864345e-17j),1657.0337329642748,(0.07034649137084917+0.054606061400939855j)
697,-274.47509765625,(-1.223944043486933e-16+4.3387197944266346e-17j),1657.0184683179898,(0.06552486171325629+0.055893373333528173j)
698,-274.4384765625,(-1.2585113443539212e-16+4.363353177011263e-17j),1657.0032039529392,(0.08922345783434349+0.06438370182031627j)
699,-274.40185546875,(-8.78297770275275e-17+5.147558258808138e-17j),1656.987939869115,(0.05867478121440736+0.05505450864361862j)
700,-274.365234375,(-9.37611896281346e-17+5.345564736481454e-17j),1656.9726760665094,(0.0158448907604139+0.05491143500913029j)
701,-274.32861328125,(-9.995852761140678e-17+6.647333254955367e-17j),1656.9574125451145,(0.08230973789751472+0.008333354125419445j)
702,-274.2919921875,(-8.42035378317999e-17-4.69879863486523e-17j),1656.9421493049229,(0.03841585683262782+0.025158532268296452j)
703,-274.25537109375,(-1.850317570017934e-16+7.964914437060302e-17j),1656.9268863459267,(0.045756921679216904+0.03639030249143739j)
704,-274.21875,(-1.7375216667974136e-16+5.091581881497718e-17j),1656.911623668118,(0.01773303113365208+0.09422544275944009j)
705,-274.18212890625,(-1.2494856473700314e-16+7.673084362829173e-17j),1656.8963612714892,(0.08002666838032463+0.01738562408969332j)
706,-274.1455078125,(-1.270127824239939e-16+9.342982013424825e-19j),1656.8810991560324,(0.05971511889902568+0.005475661437403101j)
707,-274.10888671875,(-1.446757758745346e-16+5.693689961834655e-17j),1656.8658373217397,(0.026386060269203496+0.00615278138056613j)
708,-274.072265625,(-1.2709563032997158e-16+2.4267943010657858e-17j),1656.8505757686037,(0.005369986268582361+0.0740270140099027j)
709,-274.03564453125,(-1.3243803522789688e-16+1.969433150889402e-17j),1656.8353144966163,(0.04034961506626892+0.04839930804274603j)
710,-273.9990234375,(-1.2104159017079287e-16+3.1933331900729364e-17j),1656.82005350577,(0.002416320909102543+0.07415901650249325j)
711,-273.96240234375,(-1.8333195315094327e-16-6.99760975067112e-18j),1656.8047927960567,(0.02649500177846529+0.0226134687537221j)
712,-273.92578125,(-1.399067239928931e-16-1.6509283760385867e-17j),1656.789532367469,(0.0004671343399605954+0.0652179291463159j)
713,-273.88916015625,(-1.8222358334957347e-16+8.418926061465672e-18j),1656.774272219999,(0.005918897605739226+0.006879411345420161j)
714,-273.8525390625,(-1.5604101181617204e-16+9.52494382935295e-18j),1656.7590123536386,(0.07880961442523018+0.040717720152568j)
