,t,u,lambda,u_begin
8404,7.763671875,(-1.6805133673525319e-16+3.7296554733501353e-16j),1547.1735933243172,(0.02128293278656508+0.09704043727319595j)
8405,7.80029296875,(-2.507759624958972e-16+4.176346768414163e-16j),1547.1602856427598,(0.08732048313583245+0.08979192737328835j)
8406,7.8369140625,(-9.952975943416931e-17+4.926614671774132e-16j),1547.1469781901271,(0.028829570276201446+0.07247738283320453j)
8407,7.87353515625,(-1.979753166958531e-16+5.273559366969494e-16j),1547.1336709664129,(0.01351539101537047+0.09959872211775132j)
8408,7.91015625,(-9.974659986866641e-18+5.772292366312826e-16j),1547.1203639716107,(0.08711199311185208+0.05622680598936473j)
8409,7.94677734375,(-7.068998164605489e-17+5.462210544981971e-16j),1547.1070572057156,(0.004281761047420574+0.02393698081692297j)
8410,7.9833984375,(9.020562075079397e-17+5.123397366080251e-16j),1547.0937506687212,(0.008714999922046352+0.04241817354091798j)
8411,8.02001953125,(4.85722573273506e-17+5.280064580004407e-16j),1547.0804443606216,(0.07980154397408062+0.02331690134331456j)
8412,8.056640625,(1.2663481374630692e-16+5.377642775528102e-16j),1547.067138281411,(0.013081606619907949+0.018742269718412786j)
8413,8.09326171875,(1.0668549377257364e-16+5.022024462952857e-16j),1547.0538324310833,(0.09205374035520264+0.0532122946032276j)
8414,8.1298828125,(2.701831813833877e-16+5.074066167232161e-16j),1547.0405268096326,(0.020606103538319577+0.08050022566788545j)
8415,8.16650390625,(2.3700659490533127e-16+4.206704429243757e-16j),1547.0272214170534,(0.0634292537016953+0.03851036818711362j)
8416,8.203125,(2.975050761300224e-16+4.44956571588051e-16j),1547.0139162533394,(0.012853732755296655+0.05433659288192969j)
8417,8.23974609375,(3.0444397003392965e-16+4.588343593958655e-16j),1547.0006113184847,(0.052111276284129086+0.038244520876035706j)
8418,8.2763671875,(3.655929725621121e-16+4.744468706796567e-16j),1546.9873066124835,(0.06675335011881392+0.017409025246127297j)
8419,8.31298828125,(3.2873009869760494e-16+4.85722573273506e-16j),1546.97400213533,(0.06345517689335829+0.015294720469020796j)
8420,8.349609375,(4.180683577104105e-16+4.0158848468863084e-16j),1546.9606978870181,(0.03726887211233606+0.052356374544152096j)
8421,8.38623046875,(3.2959746043559335e-16+3.673276960380889e-16j),1546.9473938675421,(0.046056977467501176+0.057583469867892256j)
8422,8.4228515625,(4.631711680858075e-16+3.690624195140657e-16j),1546.934090076896,(0.06514267670885039+0.028172270316044235j)
8423,8.45947265625,(3.2959746043559335e-16+3.452099717193846e-16j),1546.9207865150736,(0.03200808709033868+0.027648873184942246j)
8424,8.49609375,(3.885780586188048e-16+3.694961003830599e-16j),1546.9074831820694,(0.05479335930114965+0.054687325735560746j)
8425,8.53271484375,(4.163336342344337e-16+3.885780586188048e-16j),1546.8941800778775,(0.009760567478818162+0.028177601089912477j)
8426,8.5693359375,(3.903127820947816e-16+3.408731630294426e-16j),1546.8808772024918,(0.027763892047595586+0.05447966050734637j)
8427,8.60595703125,(3.9985376121265404e-16+3.9118014383277e-16j),1546.867574555906,(0.020055880329274314+0.097432464171258j)
8428,8.642578125,(4.952635523913784e-16+5.325601071248798e-16j),1546.8542721381152,(0.05191641288172463+0.02325055227415739j)
8429,8.67919921875,(4.996003610813204e-16+3.9898639947466563e-16j),1546.8409699491128,(0.07663091090526214+0.09625026144199302j)
8430,8.7158203125,(6.288372600415926e-16+3.712308238590367e-16j),1546.827667988893,(0.028358399130231082+0.08731792069459053j)
8431,8.75244140625,(5.193328406205566e-16+3.7990444123892075e-16j),1546.81436625745,(0.09137518877312277+0.021235072521362443j)
8432,8.7890625,(6.127910678888071e-16+4.0245584642661925e-16j),1546.8010647547778,(0.04030493429548862+0.024159563881671477j)
8433,8.82568359375,(6.019490461639521e-16+2.0643209364124004e-16j),1546.7877634808708,(0.05956478824186501+0.005541171683976076j)
8434,8.8623046875,(6.891189008317866e-16+3.365363543395006e-16j),1546.7744624357226,(0.04070529050033252+0.0019319555281554158j)
8435,8.89892578125,(5.655198531684391e-16+3.5908775952719907e-16j),1546.7611616193276,(0.009689389904687196+0.0011039458070645992j)
8436,8.935546875,(7.37257477290143e-16+3.5561831257524545e-16j),1546.7478610316798,(0.04993997527212777+0.031273737746425244j)
8437,8.97216796875,(8.569533971325427e-16+3.157196726277789e-16j),1546.7345606727733,(0.02184350019843431+0.045154222993349626j)
8438,9.0087890625,(1.0096090630185017e-15+2.2724877535296173e-16j),1546.7212605426025,(0.032550748569252476+0.016524817814549543j)
8439,9.04541015625,(7.979727989493313e-16+2.5847379792054426e-16j),1546.707960641161,(0.08175960755824736+0.013470889714564517j)
8440,9.08203125,(8.500145032286355e-16+2.723515857283587e-16j),1546.6946609684433,(0.07687133971303522+0.050908565866828785j)
8441,9.11865234375,(8.933825901280557e-16+1.9081958235744878e-16j),1546.6813615244432,(0.08871239318183743+0.09816324160206652j)
8442,9.1552734375,(9.97465998686664e-16+5.204170427930421e-17j),1546.668062309155,(0.029992200319445217+0.02312769370903811j)
8443,9.19189453125,(1.007874339542525e-15-3.9898639947466563e-17j),1546.6547633225725,(0.02237596731446001+0.050527213777995454j)
8444,9.228515625,(9.835882108788496e-16-1.9255430583342559e-16j),1546.6414645646903,(0.09206031536107157+0.08236810973638646j)
8445,9.26513671875,(8.187894806610529e-16-1.5092094240998222e-16j),1546.6281660355023,(0.05614975137681279+0.011215791935058518j)
8446,9.3017578125,(9.43689570931383e-16-5.204170427930421e-17j),1546.6148677350022,(0.011187513998963906+0.05871799539711612j)
8447,9.33837890625,(9.419548474554063e-16-2.2724877535296173e-16j),1546.6015696631846,(0.08103113458719086+0.09799048960878032j)
8448,9.375,(9.168376129644365e-16-2.9309405492413984e-16j),1546.5882718200437,(0.04754103266507176+0.05419998698204383j)
8449,9.41162109375,(9.81373238912847e-16-4.382981031757889e-16j),1546.574974205573,(0.002584582735514074+0.029375259219924888j)
8450,9.4482421875,(8.933078938225512e-16-5.355931547393868e-16j),1546.5616768197672,(0.08040951766669995+0.007987723272511316j)
8451,9.48486328125,(6.913017209259795e-16-5.558218256191234e-16j),1546.54837966262,(0.014680434112015106+0.09270225046672674j)
8452,9.521484375,(7.906887192522062e-16-7.07356642796053e-16j),1546.5350827341258,(0.011150300585309626+0.0720164461777215j)
8453,9.55810546875,(7.606772963666587e-16-7.502179164583545e-16j),1546.5217860342784,(0.020271150521079275+0.06374326041230152j)
8454,9.5947265625,(8.583272953852227e-16-8.066834140028634e-16j),1546.508489563072,(0.02170335709909116+0.01418044345337981j)
8455,9.63134765625,(6.941997656166657e-16-9.236423666952813e-16j),1546.4951933205011,(0.0649109672355382+0.04855599026136988j)
8456,9.66796875,(5.305853560308126e-16-8.896986610393663e-16j),1546.4818973065592,(0.01120111149982276+0.06593644384617557j)
8457,9.70458984375,(5.570511026990251e-16-9.453086730199203e-16j),1546.4686015212408,(0.014895515666079351+0.01703407991012589j)
8458,9.7412109375,(6.559305004618253e-16-9.607880844219591e-16j),1546.4553059645395,(0.0394640881972109+0.06697544964519206j)
8459,9.77783203125,(3.84456431172085e-16-8.883228823308888e-16j),1546.4420106364503,(0.07454634264765445+0.05758329180907972j)
8460,9.814453125,(4.770724139088421e-16-9.986270520792965e-16j),1546.4287155369664,(0.022795969149268104+0.09276646867271127j)
8461,9.85107421875,(3.000415756749017e-16-9.059524582627058e-16j),1546.4154206660824,(0.01168850018051909+0.08963671709386489j)
8462,9.8876953125,(3.271271565279149e-16-8.529587608347998e-16j),1546.4021260237923,(0.01956583908749713+0.09436947182309091j)
8463,9.92431640625,(1.538432794675075e-16-7.907371101815696e-16j),1546.3888316100902,(0.013618308391455093+0.03868171488196312j)
8464,9.9609375,(2.4454250459243074e-16-7.873208835216786e-16j),1546.37553742497,(0.004067864654288611+0.029305321313832258j)
8465,9.99755859375,(1.5528502758077022e-16-8.181367694655137e-16j),1546.362243468426,(0.05932572576690112+0.020710052351423383j)
8466,10.0341796875,(1.1513919412313296e-16-6.190684069300863e-16j),1546.3489497404526,(0.09822334833801691+0.02905466366666655j)
8467,10.07080078125,(-9.599291372267502e-18-5.404645305603346e-16j),1546.3356562410434,(0.06784993879165639+0.0693078954547788j)
8468,10.107421875,(4.5284828400483114e-17-5.376385056751326e-16j),1546.3223629701927,(0.004171310156988251+0.09791375463387154j)
8469,10.14404296875,(4.107662077294932e-18-5.540521328282681e-16j),1546.3090699278946,(0.048295098345826175+0.008687630943213032j)
8470,10.1806640625,(9.372961086440842e-18-3.716118360518984e-16j),1546.2957771141434,(0.09643177278447641+0.07478127419488399j)
8471,10.21728515625,(2.3985868466674585e-17-3.053669560589801e-16j),1546.2824845289329,(0.006806967388824814+0.07587815652871108j)
8472,10.25390625,(9.261947239916559e-17-2.433234712333299e-16j),1546.2691921722574,(0.025389889129609246+0.06305844508668028j)
8473,10.29052734375,(8.923462426946259e-17-2.309991053927002e-16j),1546.255900044111,(0.00852584634485598+0.005467369391110655j)
8474,10.3271484375,(8.841583309981175e-17-1.2513177606507212e-16j),1546.2426081444876,(0.030462956793038322+0.09793779503929646j)
8475,10.36376953125,(1.6901315031841886e-16-6.83353622754125e-17j),1546.2293164733815,(0.0901995385516815+0.05792903851275663j)
8476,10.400390625,(1.7144611201666242e-16-5.3489029240385716e-17j),1546.2160250307868,(0.0762639780538779+0.08674965827918757j)
8477,10.43701171875,(2.793416681056478e-16+7.323651062419881e-17j),1546.2027338166977,(0.03728969130800445+0.061687263308096554j)
8478,10.4736328125,(3.729967813709161e-16+2.006308683621733e-16j),1546.189442831108,(0.0975198011282448+0.021179365887436286j)
8479,10.51025390625,(3.6622064633381435e-16+1.1123177280165537e-16j),1546.176152074012,(0.018572257724566145+0.09930046486470377j)
8480,10.546875,(4.557586355733948e-16+1.0795518933190326e-16j),1546.1628615454038,(0.01481597648800216+0.0888112205188813j)
8481,10.58349609375,(4.836751860923744e-16+1.0705725700788824e-16j),1546.1495712452775,(0.0834280224653132+0.011232020988775038j)
8482,10.6201171875,(6.181980113450205e-16+2.137766505216311e-16j),1546.1362811736271,(0.0050141487878829554+0.09008638614600772j)
8483,10.65673828125,(5.962939745219231e-16+7.656283337797914e-17j),1546.1229913304467,(0.00931581186248659+0.07880274771217705j)
8484,10.693359375,(6.023898124240553e-16+6.358806584793312e-17j),1546.1097017157308,(0.05317668111954447+0.008226535127354674j)
8485,10.72998046875,(6.288812347187287e-16+4.07823246416972e-17j),1546.0964123294732,(0.009825103220692322+0.006632372929907249j)
8486,10.7666015625,(7.501557433004764e-16+6.982005638687899e-17j),1546.083123171668,(0.09213469001561134+0.08988200739994788j)
8487,10.80322265625,(7.662694832414621e-16-6.04040365970625e-17j),1546.0698342423095,(0.09073680205150733+0.008444957932527619j)
8488,10.83984375,(7.466150574281736e-16-1.737154574226453e-16j),1546.0565455413914,(0.06402797437999595+0.07129822985516103j)
8489,10.87646484375,(6.553971816595574e-16-2.1747079567284882e-16j),1546.0432570689084,(0.061074517096551234+0.064626191549948j)
8490,10.9130859375,(7.4925109497747575e-16-1.81641180833082e-16j),1546.029968824854,(0.048818984092526774+0.01682634035615511j)
8491,10.94970703125,(6.150367969426117e-16-4.241013686343846e-16j),1546.0166808092226,(0.018781699015313548+0.029960502889076413j)
8492,10.986328125,(6.147430462693514e-16-3.45932941747414e-16j),1546.0033930220084,(0.08942646351623128+0.025918783989134875j)
8493,11.02294921875,(4.425534798731877e-16-3.7479361809802546e-16j),1545.9901054632055,(0.03588948762605113+0.022291447870810988j)
8494,11.0595703125,(5.218076870972633e-16-3.6048984829174936e-16j),1545.9768181328077,(0.07895746188380774+0.052057003813351904j)
8495,11.09619140625,(3.082949582133415e-16-4.723095055690254e-16j),1545.9635310308095,(0.06351680172381012+0.09802193932655366j)
8496,11.1328125,(3.2288737338254764e-16-4.2235470387865157e-16j),1545.950244157205,(0.025729287620401487+0.021078548675623334j)
8497,11.16943359375,(2.02939490877303e-16-4.4113054995608365e-16j),1545.9369575119879,(0.03424700264085641+0.06592650806826807j)
8498,11.2060546875,(2.1384102777004977e-16-3.445280001293453e-16j),1545.9236710951525,(0.014281662063712253+0.04116466520574985j)
8499,11.24267578125,(-2.687316387033681e-18-3.5512973220271936e-16j),1545.910384906693,(0.028110420635928324+0.07952727895432726j)
8500,11.279296875,(1.3187483600513366e-16-3.248318310996638e-16j),1545.8970989466036,(0.023539815207387217+0.02635478869543653j)
8501,11.31591796875,(-9.662805221599951e-17-2.1021165920944188e-16j),1545.8838132148785,(0.05882258193725866+0.017843093554381184j)
8502,11.3525390625,(2.7813801878162964e-17-1.453153149164424e-16j),1545.8705277115112,(0.002271393714710357+0.06420445294468517j)
8503,11.38916015625,(-3.822504449992884e-17-1.499237246396692e-16j),1545.8572424364963,(0.005446966981324453+0.06812383571921996j)
8504,11.42578125,(7.422582609094387e-17-8.182047644736738e-17j),1545.843957389828,(0.0476468108566822+0.075603579403964j)
8505,11.46240234375,(-8.076748009787423e-17-3.12441485508978e-17j),1545.8306725715001,(0.08412882616809261+0.023406634024992247j)
8506,11.4990234375,(7.511472666502628e-17-4.227221418419591e-17j),1545.8173879815072,(0.000649175738118013+0.08532499045805869j)
8507,11.53564453125,(-5.4116180757584015e-17-5.928998767428479e-17j),1545.8041036198429,(0.09420955618642184+0.019117268019051947j)
8508,11.572265625,(9.088943411094241e-17+2.4739503639560754e-17j),1545.7908194865013,(0.09870630673862293+0.0055557610479615716j)
8509,11.60888671875,(6.556142223974408e-17-5.389926906170412e-17j),1545.777535581477,(0.01337653541004602+0.04420611013848641j)
8510,11.6455078125,(1.9955863923996176e-16-1.3413415207884096e-16j),1545.7642519047636,(0.06625643865853396+0.021661251547880192j)
8511,11.68212890625,(1.2542416996729246e-16-2.0582566466413678e-16j),1545.7509684563554,(0.023487148136325867+0.04249756571872009j)
8512,11.71875,(1.9566021690451071e-16-1.4878976780491416e-16j),1545.7376852362468,(0.0133437013181808+0.002354105823912589j)
8513,11.75537109375,(7.000718998096587e-17-2.650797955022507e-16j),1545.7244022444315,(0.09330651232176315+0.048331776728061104j)
8514,11.7919921875,(9.977204271012108e-17-2.783344577606854e-16j),1545.7111194809038,(0.08281460705534921+0.09608891795669378j)
8515,11.82861328125,(-1.4134185088705492e-17-2.9693757859889995e-16j),1545.6978369456579,(0.002343735245596568+0.0145410509731563j)
8516,11.865234375,(5.761412341100227e-17-3.4990239130949016e-16j),1545.6845546386876,(0.09211782821727997+0.04660261680449314j)
8517,11.90185546875,(-1.2104282456965402e-16-3.7079839060444073e-16j),1545.6712725599873,(0.006956599340333214+0.005864467141115926j)
8518,11.9384765625,(-8.816328990821466e-17-4.238140548534729e-16j),1545.657990709551,(0.09632703112948664+0.020011029366745273j)
8519,11.97509765625,(-1.979959817318168e-16-3.762064643210928e-16j),1545.644709087373,(0.0036459321109133195+0.04651286037914801j)
8520,12.01171875,(-2.240588866180646e-16-3.272742781720634e-16j),1545.6314276934472,(0.0839751307037269+0.05161070859899265j)
8521,12.04833984375,(-3.5186861426357787e-16-3.6978049337236146e-16j),1545.6181465277675,(0.015786602343127877+0.010291260390966873j)
8522,12.0849609375,(-3.084837338211786e-16-2.2735452106969057e-16j),1545.6048655903287,(0.05970418640863774+0.03678477354378158j)
8523,12.12158203125,(-3.935712276328634e-16-1.8402978826890144e-16j),1545.5915848811244,(0.013743383723386427+0.039604517711149284j)
8524,12.158203125,(-4.007239250540292e-16-1.3407677939677216e-16j),1545.5783044001487,(0.0641149601055457+0.07231147133865821j)
8525,12.19482421875,(-4.481422277391264e-16-1.409944276615835e-16j),1545.5650241473961,(0.0717071951900136+0.08147686683356735j)
8526,12.2314453125,(-3.693768500273216e-16-5.739402488909732e-17j),1545.5517441228603,(0.026554613339268042+0.07322427325147605j)
8527,12.26806640625,(-4.0776623214127744e-16-9.40615275054006e-17j),1545.5384643265356,(0.04083219907528454+0.07457260326202923j)
8528,12.3046875,(-4.082368864990899e-16+2.7778776567090946e-17j),1545.5251847584161,(0.07242335579182516+0.05247611408140507j)
8529,12.34130859375,(-4.412500082726339e-16+1.9788121413792795e-18j),1545.511905418496,(0.08872624675759933+0.059368461330041825j)
8530,12.3779296875,(-3.927314280637369e-16+1.6819069344314886e-16j),1545.4986263067692,(0.09345087290713217+0.023847738317784053j)
8531,12.41455078125,(-3.3172234899085473e-16+2.392544350024049e-17j),1545.4853474232302,(0.07485336553998671+0.07225369090964223j)
8532,12.451171875,(-3.849523666521626e-16+1.2185351643561444e-16j),1545.4720687678728,(0.033150073303487126+0.08193071551513292j)
8533,12.48779296875,(-2.985343396198681e-16+1.6077531860039564e-16j),1545.458790340691,(0.07125174816238407+0.025177314163666333j)
8534,12.5244140625,(-2.9142032848213045e-16+1.9425329248352868e-16j),1545.4455121416793,(0.061499466239474436+0.09658219972766818j)
8535,12.56103515625,(-1.3288972500855697e-16+1.6617920472695788e-16j),1545.4322341708314,(0.06791666171115812+0.05504141271202526j)
8536,12.59765625,(-1.507300221766265e-16+1.8666748390393614e-16j),1545.4189564281419,(0.05497215578544994+0.08459896819993029j)
8537,12.63427734375,(-1.3357322161540383e-16+1.4652200929738535e-16j),1545.4056789136046,(0.013651607132535548+0.08752137431037038j)
8538,12.6708984375,(-1.7007128707854094e-16+2.1834627142862897e-16j),1545.3924016272138,(0.026572047706576885+0.07156834863863687j)
8539,12.70751953125,(-1.245296423244463e-16+7.027896422492498e-17j),1545.379124568963,(0.004757011629940533+0.09244120244581404j)
8540,12.744140625,(-9.15551599512861e-17+1.3732448952800535e-16j),1545.3658477388474,(0.09524295150174814+0.03841825243992544j)
8541,12.78076171875,(-1.2473829373157124e-16+3.2834830775215646e-17j),1545.3525711368602,(0.0063072364720954234+0.07514231582336389j)
8542,12.8173828125,(-9.316992467690249e-17+1.2538869522810652e-16j),1545.3392947629961,(0.09525842286923625+0.0965051437812027j)
8543,12.85400390625,(-1.363375563802296e-16+2.541162701463492e-17j),1545.3260186172488,(0.03805613981869729+0.09713363826662641j)
8544,12.890625,(-1.220976408326433e-16+6.906649670736745e-17j),1545.3127426996127,(2.6088816560554397e-05+0.03313706671883576j)
8545,12.92724609375,(-1.7227830319336884e-16+2.972253442710609e-17j),1545.299467010082,(0.03484726652193496+0.09631676217891094j)
8546,12.9638671875,(-1.5869415891697016e-16+6.693370734523278e-17j),1545.2861915486505,(0.0941408034567908+0.011934976219702366j)
8547,13.00048828125,(-1.9332168000878258e-16+2.765763148464342e-17j),1545.2729163153126,(0.08628950043861854+0.05039596217339255j)
8548,13.037109375,(-1.7648013598693492e-16+4.016711326585601e-17j),1545.259641310062,(0.0359550012046443+0.006552874775247231j)
8549,13.07373046875,(-1.9528965519851436e-16+1.8126091550330834e-17j),1545.2463665328935,(0.01416307905831129+0.01290898359304803j)
8550,13.1103515625,(-1.898673485732783e-16+3.269187751399105e-17j),1545.2330919838005,(0.09419848250693547+0.04744992828147037j)
8551,13.14697265625,(-1.7809525931004765e-16-3.671135523384664e-17j),1545.2198176627776,(0.02827392419429159+0.019448977648742052j)
8552,13.18359375,(-1.760148046999101e-16+7.56648409556895e-17j),1545.206543569819,(0.03381076970139794+0.09627040128202341j)
8553,13.22021484375,(-1.1246303177575334e-16+9.911496652152448e-17j),1545.1932697049183,(0.03778925727063103+0.0973498273772374j)
8554,13.2568359375,(-1.6369354628307936e-16+1.7831075942761115e-16j),1545.17999606807,(0.05263650965814044+0.0367899038637501j)
8555,13.29345703125,(-1.9672567025193174e-16+8.083801896347953e-17j),1545.1667226592683,(0.06025997566595374+0.0576696874475822j)
8556,13.330078125,(-4.231460551876919e-17+1.2210353494313719e-16j),1545.153449478507,(0.07875434696136609+0.013762791210008219j)
8557,13.36669921875,(-1.568876696443658e-16+2.949232717717649e-17j),1545.1401765257804,(0.08595212691707393+0.0012090277090459956j)
8558,13.4033203125,(-1.0169220637880151e-16+3.069128403922687e-17j),1545.1269038010826,(0.05026953069556368+0.00012300040940741442j)
8559,13.43994140625,(-1.2784581465542754e-16+1.5003201461437273e-17j),1545.1136313044078,(0.03156597245674886+0.0825862125428746j)
8560,13.4765625,(-9.610603742484562e-17+7.601080600748804e-17j),1545.10035903575,(0.04049079243150672+0.045694482145816034j)
8561,13.51318359375,(-1.4119969414686923e-16+7.42617256498042e-17j),1545.0870869951036,(0.001654286546967443+0.044002579019302115j)
8562,13.5498046875,(5.817034050718343e-18+1.0798663404772933e-16j),1545.0738151824623,(0.09065234350012763+0.014931128724677901j)
8563,13.58642578125,(-1.2844800475323845e-16-6.325569134022099e-17j),1545.0605435978205,(0.00790395913814167+0.07235794260451762j)
8564,13.623046875,(-1.0920628831242463e-16-1.3749175893640211e-17j),1545.0472722411723,(0.020147611186429517+0.02055619197159826j)
8565,13.65966796875,(-4.6224480575191726e-17-8.980980386919868e-17j),1545.034001112512,(0.06583869569136276+0.08440667413925824j)
8566,13.6962890625,(-7.070868262189268e-17-5.639938966329395e-17j),1545.0207302118333,(0.05308717432718923+0.02800081061255083j)
8567,13.73291015625,(-7.441632773611335e-17-1.0841224568947757e-16j),1545.0074595391304,(0.029238861329531952+0.08559599069194318j)
8568,13.76953125,(-1.1575271420186644e-16+2.2413242447500455e-17j),1544.9941890943978,(0.046877251849784446+0.07214547269820819j)
8569,13.80615234375,(-4.2108335491349256e-17-4.446018755082265e-17j),1544.9809188776294,(0.03829092785030039+0.038642091498682876j)
8570,13.8427734375,(-5.774066879957725e-17+7.735522159349214e-17j),1544.9676488888192,(0.03027716512725892+0.09876678532459218j)
8571,13.87939453125,(-1.2302115966477927e-16+7.391129665194789e-17j),1544.9543791279616,(0.09759218309386487+0.065491292887404j)
8572,13.916015625,(-7.527281735394642e-17+4.860206433195625e-17j),1544.9411095950504,(0.08898340157050111+0.006689985722462433j)
8573,13.95263671875,(-2.853755085939349e-17+7.509218785955133e-17j),1544.92784029008,(0.05241604585349176+0.09063367739024898j)
8574,13.9892578125,(-8.941624853314501e-17+5.991182734683578e-17j),1544.9145712130444,(0.04344271839162898+0.025484899763051783j)
8575,14.02587890625,(-5.286919938947039e-17+9.30286193377532e-17j),1544.9013023639377,(0.04833432565880787+0.038525301620646074j)
8576,14.0625,(-2.497448713898306e-17+1.2062544936566825e-16j),1544.8880337427543,(0.029409315665235438+0.07024904450045699j)
8577,14.09912109375,(1.3099376274268507e-16+9.625145600364199e-17j),1544.8747653494877,(0.06587896748477165+0.023041753447343973j)
8578,14.1357421875,(1.3237157653107738e-16+6.56812228657212e-17j),1544.8614971841328,(0.03228876340022773+0.03721333181805444j)
8579,14.17236328125,(1.3378710735777193e-16+2.0685320427072212e-17j),1544.848229246683,(0.056860659577945595+0.04704010463752703j)
8580,14.208984375,(1.304957697104266e-16-2.928410576915916e-18j),1544.8349615371333,(0.05987417480052081+0.016986553563381326j)
8581,14.24560546875,(2.670802213842336e-16-1.739202981465063e-16j),1544.8216940554769,(0.05222252129137078+0.05523668556560562j)
8582,14.2822265625,(1.5243551772540784e-16-1.6680473507788883e-16j),1544.8084268017085,(0.018948586243840517+0.07240895252427988j)
8583,14.31884765625,(2.0437686534332834e-16-2.261583996361285e-16j),1544.7951597758222,(0.07828344255481748+0.02759296141991935j)
8584,14.35546875,(1.6715762341112098e-16-1.905897240128304e-16j),1544.7818929778118,(0.08298250161026455+0.09361173451706283j)
8585,14.39208984375,(1.5618589684105818e-16-3.0432748102445763e-16j),1544.7686264076717,(0.09469148038552165+0.05662245558984357j)
8586,14.4287109375,(6.741765919811312e-17-2.373675343779281e-16j),1544.755360065396,(0.017994277956352868+0.0803660083273088j)
8587,14.46533203125,(2.5246822933121845e-18-3.2909859696192904e-16j),1544.7420939509789,(0.09564933987408236+0.05219642147538032j)
8588,14.501953125,(-1.3010944626441917e-17-3.502130850265769e-16j),1544.7288280644143,(0.021515603229199057+0.030570827661592893j)
8589,14.53857421875,(2.0844532412407357e-17-3.7603394807531857e-16j),1544.7155624056963,(0.08345915384587752+0.0026587824319546207j)
8590,14.5751953125,(-1.0924013317501129e-16-3.1687917101111086e-16j),1544.7022969748195,(0.03385306048126444+0.08598204249067803j)
8591,14.61181640625,(-9.300380761833896e-17-3.4997323998838644e-16j),1544.6890317717775,(0.07496709511916137+0.07370267953671657j)
8592,14.6484375,(-1.694812352285343e-16-2.791348512992632e-16j),1544.6757667965646,(0.08410361343853728+0.014401517500137984j)
8593,14.68505859375,(-2.0655338607038441e-16-2.6636338352918613e-16j),1544.6625020491751,(0.06660022946436227+0.04986495913975874j)
8594,14.7216796875,(-1.854159810469752e-16-2.860131006293923e-16j),1544.6492375296032,(0.009422410572245465+0.07854042359801092j)
8595,14.75830078125,(-2.4803519941429046e-16-1.9010135512151493e-16j),1544.6359732378426,(0.0833893940465756+0.08661288677462083j)
8596,14.794921875,(-2.3722001766232005e-16-1.2444764398253148e-16j),1544.6227091738874,(0.005131437557729513+0.04440669791932503j)
8597,14.83154296875,(-2.37268377828807e-16-2.518563039429409e-17j),1544.6094453377323,(0.09104351038214695+0.07197509213378785j)
8598,14.8681640625,(-2.797543730762163e-16+2.0161348296197535e-17j),1544.596181729371,(0.017199156387538994+0.033153381100494365j)
8599,14.90478515625,(-2.26948220493356e-16+3.98023509449607e-17j),1544.5829183487979,(0.01966827408395616+0.0561386484226494j)
8600,14.94140625,(-2.0679855062278157e-16-2.0628386605022927e-17j),1544.569655196007,(0.07156351926910406+0.011542459031912533j)
8601,14.97802734375,(-1.4431672654201912e-16+3.813624450785958e-17j),1544.5563922709923,(0.0741912128188779+0.09346468533813809j)
8602,15.0146484375,(-1.8738022200004634e-16+6.218635907507533e-17j),1544.5431295737483,(0.034266393950330376+0.08388148491615459j)
8603,15.05126953125,(-1.3438858037224713e-16+9.428330872288019e-17j),1544.5298671042688,(0.03323385174232098+0.04834168326606414j)
8604,15.087890625,(-1.8504933139001134e-16+1.2301370138323163e-16j),1544.5166048625479,(0.09343673552727719+0.03102039909200941j)
8605,15.12451171875,(-1.7654692365991987e-16+8.493588955438328e-17j),1544.50334284858,(0.09169055223836398+0.09496394749970323j)
8606,15.1611328125,(-1.5442000597117603e-16+5.818772931146327e-17j),1544.490081062359,(0.07371336009906207+0.09799440331407105j)
8607,15.19775390625,(-1.5199546371779237e-16+9.592289280351927e-17j),1544.4768195038791,(0.008609656161611778+0.09872846201229268j)
8608,15.234375,(-2.1809467705305392e-16+1.6715892994734756e-16j),1544.4635581731345,(0.06520005399339963+0.05867910852918397j)
8609,15.27099609375,(-1.57390057074593e-16+1.362825278282899e-16j),1544.4502970701192,(0.06417378024415599+0.040686271338286256j)
8610,15.3076171875,(-1.9125100545410432e-16+1.531724088068599e-16j),1544.4370361948277,(0.023248424434556516+0.0763791580365332j)
8611,15.34423828125,(-1.4337722931992879e-16+1.482794324137731e-16j),1544.4237755472536,(0.09554025067251132+0.0020800497558185363j)
8612,15.380859375,(-1.6354357752718512e-16+2.552926057975553e-16j),1544.4105151273914,(0.024237142230657774+0.041414504931877816j)
8613,15.41748046875,(-1.6315568118866248e-16+2.1297519777201752e-16j),1544.397254935235,(0.09769183468546895+0.08873976219150809j)
8614,15.4541015625,(-1.7668363356663323e-16+2.4195660941758085e-16j),1544.3839949707785,(0.057987979118751615+0.050742384515285434j)
8615,15.49072265625,(-1.1193809899096328e-16+2.3608739243063924e-16j),1544.3707352340166,(0.07094717829354495+0.04711475900661504j)
8616,15.52734375,(-5.20391310561971e-17+2.1963738213275023e-16j),1544.3574757249428,(0.022507070218049152+0.07873093774700113j)
8617,15.56396484375,(-8.2226035491106e-17+2.763990396287976e-16j),1544.3442164435517,(0.09847073452488304+0.007942616865219998j)
8618,15.6005859375,(-1.1209466248999383e-16+2.95989028339509e-16j),1544.3309573898368,(0.04825367220218198+0.0835992280317091j)
