,纤芯名称,二阶色散(ps²),二阶色散系数(ps²/km),总色散(ps²)
0,EDF,0.014020224195203549,28.040448390407096,0.004333523842153908
1,SMF,-0.2867773130837089,-19.11848753891393,0.004333523842153908
2,DCF,0.022177445545140156,73.92481848380052,0.004333523842153908
3,DSF,0.2549131671855191,5.098263343710381,0.004333523842153908
